offset,offset_hex,opcode,width,value,actor_kind,operand_hex
11311,0x2C2F,37,1,77,eActorEnum_candidate,4D
11395,0x2C83,37,1,32,eActorEnum_candidate,20
11479,0x2CD7,37,1,33,eActorEnum_candidate,21
11563,0x2D2B,37,1,25,eActorEnum_candidate,19
11572,0x2D34,37,1,16,eActorEnum_candidate,10
11648,0x2D80,37,1,71,eActorEnum_candidate,47
11657,0x2D89,37,1,11,eActorEnum_candidate,0B
11733,0x2DD5,37,1,71,eActorEnum_candidate,47
11742,0x2DDE,37,1,9,eActorEnum_candidate,09
11774,0x2DFE,37,1,97,eActorEnum_candidate,61
11811,0x2E23,37,1,24,eActorEnum_candidate,18
11820,0x2E2C,37,1,15,eActorEnum_candidate,0F
11849,0x2E49,37,1,57,eActorEnum_candidate,39
11886,0x2E6E,37,1,31,eActorEnum_candidate,1F
11923,0x2E93,37,1,22,eActorEnum_candidate,16
11932,0x2E9C,37,1,13,eActorEnum_candidate,0D
11961,0x2EB9,37,1,77,eActorEnum_candidate,4D
11998,0x2EDE,37,1,32,eActorEnum_candidate,20
12035,0x2F03,37,1,33,eActorEnum_candidate,21
12072,0x2F28,37,1,25,eActorEnum_candidate,19
12081,0x2F31,37,1,16,eActorEnum_candidate,10
12110,0x2F4E,37,1,71,eActorEnum_candidate,47
12119,0x2F57,37,1,11,eActorEnum_candidate,0B
12148,0x2F74,37,1,49,eActorEnum_candidate,31
12157,0x2F7D,37,1,9,eActorEnum_candidate,09
12171,0x2F8B,37,1,15,eActorEnum_candidate,0F
12510,0x30DE,65,2,1024,eActorEnum_candidate,04 00
12527,0x30EF,65,2,1024,eActorEnum_candidate,04 00
12544,0x3100,65,2,1024,eActorEnum_candidate,04 00
12561,0x3111,65,2,1024,eActorEnum_candidate,04 00
12676,0x3184,38,2,2834,,0B 12
12743,0x31C7,37,1,8,eActorEnum_candidate,08
12749,0x31CD,37,1,30,eActorEnum_candidate,1E
12756,0x31D4,37,1,31,eActorEnum_candidate,1F
12772,0x31E4,37,1,10,eActorEnum_candidate,0A
12794,0x31FA,65,2,4096,,10 00
12811,0x320B,65,2,4096,,10 00
12831,0x321F,65,2,4096,,10 00
12847,0x322F,65,2,4096,,10 00
12872,0x3248,37,1,30,eActorEnum_candidate,1E
12887,0x3257,65,2,4096,,10 00
12904,0x3268,65,2,4096,,10 00
12924,0x327C,65,2,4096,,10 00
12940,0x328C,65,2,4096,,10 00
12966,0x32A6,65,2,473,gang_actor,01 D9
12975,0x32AF,65,2,474,gang_actor,01 DA
12984,0x32B8,65,2,475,gang_actor,01 DB
12993,0x32C1,65,2,476,gang_actor,01 DC
13045,0x32F5,65,2,4096,,10 00
13054,0x32FE,65,2,473,gang_actor,01 D9
13082,0x331A,65,2,474,gang_actor,01 DA
13106,0x3332,65,2,475,gang_actor,01 DB
13130,0x334A,65,2,476,gang_actor,01 DC
13174,0x3376,37,1,20,eActorEnum_candidate,14
13225,0x33A9,37,1,8,eActorEnum_candidate,08
13241,0x33B9,37,1,16,eActorEnum_candidate,10
13298,0x33F2,65,2,363,eActorEnum_candidate,01 6B
13308,0x33FC,65,2,364,eActorEnum_candidate,01 6C
13318,0x3406,65,2,365,eActorEnum_candidate,01 6D
13363,0x3433,38,2,2834,,0B 12
13705,0x3589,40,4,1108869183,,42 18 00 3F
13720,0x3598,40,4,205520896,,0C 40 00 00
13748,0x35B4,65,2,256,eActorEnum_candidate,01 00
13754,0x35BA,65,2,8192,,20 00
13773,0x35CD,65,2,256,eActorEnum_candidate,01 00
13835,0x360B,37,1,47,eActorEnum_candidate,2F
13841,0x3611,37,1,48,eActorEnum_candidate,30
14077,0x36FD,65,2,4096,,10 00
14348,0x380C,37,1,15,eActorEnum_candidate,0F
14353,0x3811,65,2,256,eActorEnum_candidate,01 00
14415,0x384F,37,1,48,eActorEnum_candidate,30
14428,0x385C,37,1,22,eActorEnum_candidate,16
14437,0x3865,37,1,41,eActorEnum_candidate,29
14442,0x386A,65,2,31254,,7A 16
14469,0x3885,40,4,205520896,,0C 40 00 00
14667,0x394B,37,1,11,eActorEnum_candidate,0B
14679,0x3957,37,1,14,eActorEnum_candidate,0E
14691,0x3963,37,1,18,eActorEnum_candidate,12
14703,0x396F,37,1,22,eActorEnum_candidate,16
14731,0x398B,38,2,4382,,11 1E
14759,0x39A7,37,1,12,eActorEnum_candidate,0C
14786,0x39C2,37,1,12,eActorEnum_candidate,0C
14845,0x39FD,37,1,10,eActorEnum_candidate,0A
14913,0x3A41,65,2,10000,,27 10
14923,0x3A4B,37,1,250,eActorEnum_candidate,FA
14936,0x3A58,65,2,500,gang_actor,01 F4
14950,0x3A66,65,2,3000,,0B B8
14964,0x3A74,65,2,6000,,17 70
15256,0x3B98,37,1,64,eActorEnum_candidate,40
15262,0x3B9E,65,2,2048,,08 00
15292,0x3BBC,37,1,8,eActorEnum_candidate,08
15298,0x3BC2,37,1,9,eActorEnum_candidate,09
15304,0x3BC8,37,1,16,eActorEnum_candidate,10
15332,0x3BE4,37,1,8,eActorEnum_candidate,08
15355,0x3BFB,37,1,9,eActorEnum_candidate,09
15367,0x3C07,37,1,16,eActorEnum_candidate,10
15379,0x3C13,37,1,22,eActorEnum_candidate,16
15391,0x3C1F,37,1,21,eActorEnum_candidate,15
15438,0x3C4E,37,1,15,eActorEnum_candidate,0F
15452,0x3C5C,37,1,19,eActorEnum_candidate,13
15466,0x3C6A,37,1,20,eActorEnum_candidate,14
15483,0x3C7B,37,1,200,eActorEnum_candidate,C8
15615,0x3CFF,37,1,22,eActorEnum_candidate,16
15644,0x3D1C,37,1,8,eActorEnum_candidate,08
15656,0x3D28,37,1,21,eActorEnum_candidate,15
15668,0x3D34,37,1,22,eActorEnum_candidate,16
15715,0x3D63,37,1,15,eActorEnum_candidate,0F
15729,0x3D71,37,1,19,eActorEnum_candidate,13
15743,0x3D7F,37,1,20,eActorEnum_candidate,14
15760,0x3D90,37,1,200,eActorEnum_candidate,C8
15955,0x3E53,37,1,36,eActorEnum_candidate,24
16017,0x3E91,37,1,24,eActorEnum_candidate,18
16089,0x3ED9,37,1,24,eActorEnum_candidate,18
16103,0x3EE7,37,1,41,eActorEnum_candidate,29
16175,0x3F2F,37,1,24,eActorEnum_candidate,18
16189,0x3F3D,37,1,41,eActorEnum_candidate,29
16203,0x3F4B,37,1,48,eActorEnum_candidate,30
16372,0x3FF4,37,1,48,eActorEnum_candidate,30
16483,0x4063,40,4,1065353216,,3F 80 00 00
16495,0x406F,65,2,468,gang_actor,01 D4
16513,0x4081,37,1,11,eActorEnum_candidate,0B
16572,0x40BC,38,2,3930,,0F 5A
16582,0x40C6,38,2,3930,,0F 5A
16596,0x40D4,38,2,3930,,0F 5A
16606,0x40DE,38,2,3900,,0F 3C
16616,0x40E8,38,2,3945,,0F 69
16630,0x40F6,38,2,4040,,0F C8
16774,0x4186,65,2,300,eActorEnum_candidate,01 2C
16807,0x41A7,40,4,1092616192,,41 20 00 00
17338,0x43BA,37,1,32,eActorEnum_candidate,20
17414,0x4406,37,1,9,eActorEnum_candidate,09
17527,0x4477,37,1,8,eActorEnum_candidate,08
17534,0x447E,37,1,16,eActorEnum_candidate,10
17547,0x448B,37,1,15,eActorEnum_candidate,0F
17556,0x4494,37,1,19,eActorEnum_candidate,13
17821,0x459D,37,1,48,eActorEnum_candidate,30
17852,0x45BC,37,1,49,eActorEnum_candidate,31
17883,0x45DB,37,1,50,eActorEnum_candidate,32
17906,0x45F2,37,1,8,eActorEnum_candidate,08
17915,0x45FB,37,1,51,eActorEnum_candidate,33
17938,0x4612,37,1,16,eActorEnum_candidate,10
17947,0x461B,37,1,52,eActorEnum_candidate,34
17970,0x4632,37,1,32,eActorEnum_candidate,20
17979,0x463B,37,1,53,eActorEnum_candidate,35
18002,0x4652,37,1,64,eActorEnum_candidate,40
18011,0x465B,37,1,54,eActorEnum_candidate,36
18034,0x4672,37,1,128,eActorEnum_candidate,80
18043,0x467B,37,1,55,eActorEnum_candidate,37
18066,0x4692,65,2,256,eActorEnum_candidate,01 00
18076,0x469C,37,1,56,eActorEnum_candidate,38
18086,0x46A6,37,1,8,eActorEnum_candidate,08
18100,0x46B4,65,2,512,gang_actor,02 00
18110,0x46BE,37,1,57,eActorEnum_candidate,39
18120,0x46C8,37,1,9,eActorEnum_candidate,09
18134,0x46D6,40,4,16777216,,01 00 00 00
18146,0x46E2,37,1,10,eActorEnum_candidate,0A
18155,0x46EB,37,1,24,eActorEnum_candidate,18
18169,0x46F9,40,4,67108864,,04 00 00 00
18181,0x4705,37,1,15,eActorEnum_candidate,0F
18190,0x470E,37,1,26,eActorEnum_candidate,1A
18204,0x471C,40,4,1073741824,,40 00 00 00
18229,0x4735,37,1,30,eActorEnum_candidate,1E
18234,0x473A,65,2,474,gang_actor,01 DA
18241,0x4741,65,2,474,gang_actor,01 DA
18251,0x474B,65,2,476,gang_actor,01 DC
18261,0x4755,65,2,474,gang_actor,01 DA
18270,0x475E,65,2,476,gang_actor,01 DC
18277,0x4765,65,2,476,gang_actor,01 DC
18287,0x476F,65,2,475,gang_actor,01 DB
18297,0x4779,65,2,476,gang_actor,01 DC
18306,0x4782,65,2,475,gang_actor,01 DB
18313,0x4789,65,2,475,gang_actor,01 DB
18323,0x4793,65,2,474,gang_actor,01 DA
18333,0x479D,65,2,475,gang_actor,01 DB
18342,0x47A6,65,2,363,eActorEnum_candidate,01 6B
18348,0x47AC,37,1,8,eActorEnum_candidate,08
18353,0x47B1,65,2,365,eActorEnum_candidate,01 6D
18363,0x47BB,65,2,363,eActorEnum_candidate,01 6B
18372,0x47C4,65,2,365,eActorEnum_candidate,01 6D
18382,0x47CE,65,2,364,eActorEnum_candidate,01 6C
18392,0x47D8,65,2,365,eActorEnum_candidate,01 6D
18401,0x47E1,65,2,364,eActorEnum_candidate,01 6C
18407,0x47E7,37,1,8,eActorEnum_candidate,08
18412,0x47EC,65,2,363,eActorEnum_candidate,01 6B
18422,0x47F6,65,2,364,eActorEnum_candidate,01 6C
18451,0x4813,37,1,11,eActorEnum_candidate,0B
18471,0x4827,65,2,1000,eActorEnum_candidate,03 E8
18537,0x4869,40,4,1065353216,,3F 80 00 00
19152,0x4AD0,65,2,696,eActorEnum_candidate,02 B8
19592,0x4C88,40,4,1077936128,,40 40 00 00
19775,0x4D3F,37,1,21,eActorEnum_candidate,15
19930,0x4DDA,37,1,8,eActorEnum_candidate,08
19985,0x4E11,37,1,8,eActorEnum_candidate,08
20016,0x4E30,37,1,60,eActorEnum_candidate,3C
20023,0x4E37,37,1,60,eActorEnum_candidate,3C
20030,0x4E3E,37,1,60,eActorEnum_candidate,3C
20071,0x4E67,37,1,24,eActorEnum_candidate,18
20078,0x4E6E,37,1,24,eActorEnum_candidate,18
20494,0x500E,37,1,8,eActorEnum_candidate,08
20649,0x50A9,37,1,8,eActorEnum_candidate,08
20767,0x511F,65,2,390,eActorEnum_candidate,01 86
20797,0x513D,65,2,390,eActorEnum_candidate,01 86
21036,0x522C,37,1,49,eActorEnum_candidate,31
21098,0x526A,37,1,8,eActorEnum_candidate,08
21322,0x534A,37,1,8,eActorEnum_candidate,08
21366,0x5376,37,1,8,eActorEnum_candidate,08
21404,0x539C,37,1,8,eActorEnum_candidate,08
21418,0x53AA,37,1,49,eActorEnum_candidate,31
21489,0x53F1,37,1,8,eActorEnum_candidate,08
21513,0x5409,37,1,8,eActorEnum_candidate,08
21540,0x5424,37,1,8,eActorEnum_candidate,08
21584,0x5450,37,1,100,eActorEnum_candidate,64
21621,0x5475,37,1,100,eActorEnum_candidate,64
21805,0x552D,37,1,19,eActorEnum_candidate,13
21813,0x5535,37,1,17,eActorEnum_candidate,11
21822,0x553E,37,1,10,eActorEnum_candidate,0A
21831,0x5547,37,1,9,eActorEnum_candidate,09
22561,0x5821,65,2,4096,,10 00
22705,0x58B1,37,1,30,eActorEnum_candidate,1E
22777,0x58F9,37,1,61,eActorEnum_candidate,3D
23156,0x5A74,65,2,992,eActorEnum_candidate,03 E0
23164,0x5A7C,37,1,52,eActorEnum_candidate,34
23191,0x5A97,37,1,25,eActorEnum_candidate,19
23218,0x5AB2,37,1,11,eActorEnum_candidate,0B
23232,0x5AC0,37,1,13,eActorEnum_candidate,0D
23246,0x5ACE,37,1,16,eActorEnum_candidate,10
23260,0x5ADC,37,1,17,eActorEnum_candidate,11
23274,0x5AEA,37,1,18,eActorEnum_candidate,12
23288,0x5AF8,37,1,24,eActorEnum_candidate,18
23302,0x5B06,37,1,26,eActorEnum_candidate,1A
23316,0x5B14,37,1,22,eActorEnum_candidate,16
23330,0x5B22,37,1,28,eActorEnum_candidate,1C
23344,0x5B30,37,1,35,eActorEnum_candidate,23
23358,0x5B3E,37,1,36,eActorEnum_candidate,24
23372,0x5B4C,37,1,37,eActorEnum_candidate,25
23386,0x5B5A,37,1,38,eActorEnum_candidate,26
23400,0x5B68,37,1,39,eActorEnum_candidate,27
23414,0x5B76,37,1,23,eActorEnum_candidate,17
23442,0x5B92,37,1,60,eActorEnum_candidate,3C
23451,0x5B9B,37,1,60,eActorEnum_candidate,3C
23476,0x5BB4,37,1,11,eActorEnum_candidate,0B
23602,0x5C32,40,4,1092616192,,41 20 00 00
23941,0x5D85,37,1,199,eActorEnum_candidate,C7
23961,0x5D99,37,1,199,eActorEnum_candidate,C7
23984,0x5DB0,65,2,372,eActorEnum_candidate,01 74
23996,0x5DBC,65,2,373,eActorEnum_candidate,01 75
24008,0x5DC8,65,2,374,eActorEnum_candidate,01 76
24020,0x5DD4,65,2,375,eActorEnum_candidate,01 77
24032,0x5DE0,65,2,376,eActorEnum_candidate,01 78
24044,0x5DEC,65,2,377,eActorEnum_candidate,01 79
24056,0x5DF8,65,2,378,eActorEnum_candidate,01 7A
24068,0x5E04,65,2,379,eActorEnum_candidate,01 7B
24080,0x5E10,65,2,380,eActorEnum_candidate,01 7C
24092,0x5E1C,65,2,381,eActorEnum_candidate,01 7D
24100,0x5E24,37,1,8,eActorEnum_candidate,08
24105,0x5E29,65,2,382,eActorEnum_candidate,01 7E
24113,0x5E31,37,1,9,eActorEnum_candidate,09
24118,0x5E36,65,2,383,eActorEnum_candidate,01 7F
24130,0x5E42,65,2,385,eActorEnum_candidate,01 81
24138,0x5E4A,37,1,10,eActorEnum_candidate,0A
24143,0x5E4F,65,2,387,eActorEnum_candidate,01 83
24151,0x5E57,37,1,11,eActorEnum_candidate,0B
24156,0x5E5C,65,2,388,eActorEnum_candidate,01 84
24164,0x5E64,37,1,12,eActorEnum_candidate,0C
24169,0x5E69,65,2,394,eActorEnum_candidate,01 8A
24181,0x5E75,37,1,44,eActorEnum_candidate,2C
24192,0x5E80,65,2,392,eActorEnum_candidate,01 88
24204,0x5E8C,65,2,391,eActorEnum_candidate,01 87
24216,0x5E98,65,2,393,eActorEnum_candidate,01 89
24228,0x5EA4,65,2,395,eActorEnum_candidate,01 8B
24345,0x5F19,37,1,49,eActorEnum_candidate,31
24654,0x604E,37,1,49,eActorEnum_candidate,31
24748,0x60AC,37,1,49,eActorEnum_candidate,31
25054,0x61DE,37,1,49,eActorEnum_candidate,31
25178,0x625A,65,2,65534,,FF FE
25359,0x630F,37,1,17,eActorEnum_candidate,11
25655,0x6437,37,1,39,eActorEnum_candidate,27
25735,0x6487,37,1,39,eActorEnum_candidate,27
25767,0x64A7,37,1,31,eActorEnum_candidate,1F
25777,0x64B1,37,1,50,eActorEnum_candidate,32
25785,0x64B9,37,1,183,eActorEnum_candidate,B7
25794,0x64C2,37,1,90,eActorEnum_candidate,5A
25843,0x64F3,37,1,182,eActorEnum_candidate,B6
25906,0x6532,37,1,50,eActorEnum_candidate,32
25916,0x653C,37,1,183,eActorEnum_candidate,B7
25927,0x6547,37,1,90,eActorEnum_candidate,5A
25975,0x6577,37,1,181,eActorEnum_candidate,B5
25998,0x658E,37,1,15,eActorEnum_candidate,0F
26039,0x65B7,37,1,13,eActorEnum_candidate,0D
26050,0x65C2,37,1,10,eActorEnum_candidate,0A
26057,0x65C9,37,1,50,eActorEnum_candidate,32
26067,0x65D3,37,1,183,eActorEnum_candidate,B7
26078,0x65DE,37,1,90,eActorEnum_candidate,5A
26126,0x660E,37,1,180,eActorEnum_candidate,B4
26149,0x6625,37,1,8,eActorEnum_candidate,08
26190,0x664E,37,1,8,eActorEnum_candidate,08
26195,0x6653,37,1,50,eActorEnum_candidate,32
26203,0x665B,37,1,183,eActorEnum_candidate,B7
26212,0x6664,37,1,90,eActorEnum_candidate,5A
26258,0x6692,37,1,179,eActorEnum_candidate,B3
26337,0x66E1,37,1,8,eActorEnum_candidate,08
26362,0x66FA,65,2,696,eActorEnum_candidate,02 B8
26812,0x68BC,40,4,1077936128,,40 40 00 00
26886,0x6906,65,2,696,eActorEnum_candidate,02 B8
26994,0x6972,65,2,696,eActorEnum_candidate,02 B8
27092,0x69D4,65,2,500,gang_actor,01 F4
27098,0x69DA,65,2,586,eActorEnum_candidate,02 4A
27105,0x69E1,65,2,596,fbi_actor,02 54
27468,0x6B4C,37,1,38,eActorEnum_candidate,26
27644,0x6BFC,37,1,79,eActorEnum_candidate,4F
27734,0x6C56,37,1,128,eActorEnum_candidate,80
27752,0x6C68,37,1,64,eActorEnum_candidate,40
27763,0x6C73,37,1,20,eActorEnum_candidate,14
27773,0x6C7D,37,1,16,eActorEnum_candidate,10
27943,0x6D27,65,2,456,law_actor,01 C8
27966,0x6D3E,37,1,8,eActorEnum_candidate,08
27971,0x6D43,37,1,8,eActorEnum_candidate,08
28391,0x6EE7,37,1,12,eActorEnum_candidate,0C
28405,0x6EF5,37,1,18,eActorEnum_candidate,12
28419,0x6F03,37,1,24,eActorEnum_candidate,18
28433,0x6F11,37,1,18,eActorEnum_candidate,12
28445,0x6F1D,37,1,24,eActorEnum_candidate,18
28454,0x6F26,37,1,25,eActorEnum_candidate,19
28463,0x6F2F,37,1,26,eActorEnum_candidate,1A
28472,0x6F38,37,1,27,eActorEnum_candidate,1B
28481,0x6F41,37,1,28,eActorEnum_candidate,1C
28499,0x6F53,37,1,16,eActorEnum_candidate,10
28903,0x70E7,37,1,12,eActorEnum_candidate,0C
29553,0x7371,37,1,13,eActorEnum_candidate,0D
30261,0x7635,37,1,26,eActorEnum_candidate,1A
30295,0x7657,37,1,25,eActorEnum_candidate,19
30329,0x7679,37,1,24,eActorEnum_candidate,18
30363,0x769B,37,1,23,eActorEnum_candidate,17
30399,0x76BF,37,1,26,eActorEnum_candidate,1A
30496,0x7720,37,1,55,eActorEnum_candidate,37
30530,0x7742,37,1,54,eActorEnum_candidate,36
30564,0x7764,37,1,27,eActorEnum_candidate,1B
30885,0x78A5,37,1,52,eActorEnum_candidate,34
30919,0x78C7,37,1,51,eActorEnum_candidate,33
30953,0x78E9,37,1,50,eActorEnum_candidate,32
30987,0x790B,37,1,49,eActorEnum_candidate,31
31021,0x792D,37,1,17,eActorEnum_candidate,11
31371,0x7A8B,37,1,19,eActorEnum_candidate,13
31431,0x7AC7,37,1,18,eActorEnum_candidate,12
31466,0x7AEA,37,1,17,eActorEnum_candidate,11
31521,0x7B21,37,1,9,eActorEnum_candidate,09
31527,0x7B27,37,1,16,eActorEnum_candidate,10
31562,0x7B4A,37,1,15,eActorEnum_candidate,0F
31617,0x7B81,37,1,8,eActorEnum_candidate,08
31779,0x7C23,37,1,9,eActorEnum_candidate,09
31827,0x7C53,65,2,440,law_actor,01 B8
32485,0x7EE5,40,4,2147483648,,80 00 00 00
32735,0x7FDF,37,1,8,eActorEnum_candidate,08
32740,0x7FE4,37,1,8,eActorEnum_candidate,08
32850,0x8052,37,1,8,eActorEnum_candidate,08
32855,0x8057,37,1,8,eActorEnum_candidate,08
33526,0x82F6,65,2,456,law_actor,01 C8
34209,0x85A1,65,2,457,law_actor,01 C9
34231,0x85B7,37,1,23,eActorEnum_candidate,17
34240,0x85C0,37,1,23,eActorEnum_candidate,17
34290,0x85F2,37,1,16,eActorEnum_candidate,10
34352,0x8630,37,1,8,eActorEnum_candidate,08
